,Location,Name,Category,Description,Latitude,Longitude,coords,xy_coords,x,y
175,"47152-47204 U.S. 95, Quartzsite, AZ 85346, USA","BLM- Camp Unit Improved, La Posa LTVA West",Wild Camping,blm long term camping. winter $180 from Sept to April. or $40 for 2 weeks. dump station in la posa south. ,33.651934000000004,-114.2181,"(33.651934000000004, -114.2181)","(-12714700.7313752, 3982160.4731538347)",-12714700.7313752,3982160.4731538347
176,"Corn Springs Road, California, USA",BLM-RA Camping Unit Rec Site ,Informal Campsite,"BLM site, $6 per vehicle. 
Rocky area so tents might be an issue. 
Some sandy sections on the road in. No exit to the road. 
",33.626917,-115.324817,"(33.626917, -115.324817)","(-12837899.904267458, 3978815.43399735)",-12837899.904267458,3978815.43399735
181,"111 East Marcy Drive, Big Spring, TX 79720, USA","walmart, big spring, 24/7",Informal Campsite,clean toilets.overnight place on the walmart parking.for free.,32.228433,-101.46691700000001,"(32.228433, -101.46691700000001)","(-11295245.532803355, 3793333.501187368)",-11295245.532803355,3793333.501187368
183,"36578 S Parks Hwy, Willow, AK 99688, USA",Sustina River Banks,Wild Camping,"Right next to Sustina River, next to Highway 3. you can Drive on riverbed and have a nice view on the river. You can decide how far you want to be away from highway....you can go as far as 500m. Easy drive, no 4WD necessary, 175km North of anchorage and 49km South of denali view Point South - for FREE",62.174549,-150.181277,"(62.174549, -150.181277)","(-16718103.282323569, 8900650.350195888)",-16718103.282323569,8900650.350195888
184,"Alaska 8, Cantwell, AK 99729, USA","Denali Highway Pullouts, Right By A Lake With Spectacular Mountain View - Top",Wild Camping,"Pullout right by a lake on denali Highway, goes down a Little Hill, spectacular view of Snow-capped Mountains, beautiful...along the denali Highway are many, many beautiful spots for Wild Camping with breathtaking views over valleys, creeks, rivers or Mountains...sth for every taste. Some are loser to the Highway (gravelroad), some are more Remote....Traffic is not too bad though",63.105738,-146.65536799999998,"(63.105738, -146.65536799999998)","(-16325600.887860145, 9126225.184270142)",-16325600.887860145,9126225.184270142
185,"Driftwood Beach State Wayside, Seal Rock, OR 97376, USA","Driftwood Beach State Park Parking Lot, Free, NICE!",Informal Campsite,"ADMIN NOTE: Place removed because camping is illegal here.  
",44.464316,-124.080582,"(44.464316, -124.080582)","(-13812587.205573026, 5537579.580481583)",-13812587.205573026,5537579.580481583
194,"2916 N Old Glenn Hwy, Palmer, AK 99645, USA",Matanuska River,Wild Camping,"Next to the banks of Matanuska river just before the entrance of the town of Palmer. Nice, hidden and quiet parking area. A bit noisy because of the highway but all good. Turn left before crossing the bridge on your way to Palmer. Check for the ""photo"" sign beforehand.",61.608582,-149.06923700000002,"(61.608582, -149.06923700000002)","(-16594311.555781819, 8766921.568412272)",-16594311.555781819,8766921.568412272
195,"Hancock Road, Kanab, UT 84741, USA",Camp Dream,Wild Camping,On the top of a dune near a  nice rock. Sandy,37.144628000000004,-112.58331000000001,"(37.144628000000004, -112.58331000000001)","(-12532716.741021266, 4459285.2840751)",-12532716.741021266,4459285.2840751
196,"Forest Rd 3626, Utah, USA",Free Campground In National Forest,Wild Camping,Many permitted free campsite in the forest near fireplace made with stones. Very nice! Follow small roads starting from the gravel road.,37.72352,-112.252452,"(37.72352, -112.252452)","(-12495885.796936383, 4540441.750929393)",-12495885.796936383,4540441.750929393
198,"North Slope Haul Road, Alaska, USA",33km After Coldfoot,Wild Camping,"Nice place way off the Dalton Hgw. Seemingly, an old gravel pit, now given back to the""nature"".",67.486139,-149.880977,"(67.486139, -149.880977)","(-16684674.039238349, 10295964.628459929)",-16684674.039238349,10295964.628459929
199,"Dalton Hwy, Prudhoe Bay, AK 99734, USA",Deadhorse,Wild Camping,Closest to Deadhorse. There are more than 10 similar places at the river more to the south. AT&T 5bars,70.19710699999999,-148.407535,"(70.19710699999999, -148.407535)","(-16520651.226084925, 11133174.574812956)",-16520651.226084925,11133174.574812956
202,"Richardson Highway, Glennallen, AK 99588, USA","Hub Of Alaska, Tesoro Gas Station, Glennallen/ Glennallen Visitor Center, Alaska",Informal Campsite,"On the back of the Glennallen Visitor Center/ Tesoro gas station, there is a huge parking lot where you can park and sleep. There are potta potties outside and normal restrooms inside the convenience store of the gas station. There are also 3 canteens that sell hot food. You can easily find the place. Its right at the Glennallen junction (north to Tok/ south to Valdez). Only drawback, you have to pay for wifi at the visitor center (5USD for an hour!!!!!).",62.108608999999994,-145.476474,"(62.108608999999994, -145.476474)","(-16194367.008080903, 8884941.825651621)",-16194367.008080903,8884941.825651621
203,"Forest Rd 30311, Moose, WY 83012, USA",Grand Tetons View,Wild Camping,"Boon-docking site with amazing view of the Grand Tetons. Fire pits, no facilities. Windy and you need 4wd to drive up to the sites. ",43.769601,-110.540954,"(43.769601, -110.540954)","(-12305362.711082676, 5429856.36129144)",-12305362.711082676,5429856.36129144
204,"Unnamed Road, Forks, WA 98331, USA",Kalaloch Creek,Wild Camping,"Wild campspot on a forest road, just 10 minutes outside of Olympic national park and Kalaloch campground where we filled up on water. Really quiet.",47.623852,-124.36131200000001,"(47.623852, -124.36131200000001)","(-13843837.926223423, 6044503.7948775375)",-13843837.926223423,6044503.7948775375
205,"3000 UT-24, Torrey, UT 84775, USA",Capitol Reef NP - West Entrance -Free,Wild Camping,On the left before the entrance of Capitol Reef NP. Space for a variety of campers,38.327123,-111.363707,"(38.327123, -111.363707)","(-12396951.156091316, 4625740.948266874)",-12396951.156091316,4625740.948266874
206,"Garnet Range Rd, Drummond, MT 59832, USA",Garnet Ghost Town Secret Spot,Wild Camping,"One of our favorite Montana spots, and it is with much hesitation that we add it to the list. Don't screw it up! We are watching you! ",46.837615,-113.33645200000001,"(46.837615, -113.33645200000001)","(-12616556.124956293, 5915608.868890542)",-12616556.124956293,5915608.868890542
208,"Exit Glacier Rd, Seward, AK 99664, USA","Chugach Trailhead, Resurrection River",Informal Campsite,Parking spaces with views to Exit Glacier.  Near the road but because that road leads only to trek starting point then no traffic at all. ,60.194556000000006,-149.587,"(60.194556000000006, -149.587)","(-16651948.669293413, 8443181.604222754)",-16651948.669293413,8443181.604222754
210,"408 3rd Ave E, Culbertson, MT 59218, USA",Bruegger Centennial Park,Informal Campsite,"City park campground in Culbertson. allows for 5 days of camping.
Amenities, flush toilet, water, bbq, covered picnictables and even unsecured wifi from one of the neighbouring houses.",48.146921,-104.512915,"(48.146921, -104.512915)","(-11634324.479120685, 6131332.152086694)",-11634324.479120685,6131332.152086694
212,"Taylor Hwy, Chicken, AK 99732, USA",Riverside Before Chicken,Wild Camping,Good place on riverside. Lots of good places where to park and make campfire 5 meters from river. ,64.064872,-141.995996,"(64.064872, -141.995996)","(-15806921.96940371, 9366256.853178956)",-15806921.96940371,9366256.853178956
214,"1494 Mt Pleasant Rd, Jefferson City, TN 37760, USA",Clapp Farms,Informal Campsite,"This is a private farm with a large camping area for overlanders.  You need permission to camp, but it is free and you have access to a bathroom and water. Call the owner at 8657556663",36.118846999999995,-83.421863,"(36.118846999999995, -83.421863)","(-9286479.31018623, 4316986.882595333)",-9286479.31018623,4316986.882595333
216,"Sands / Old Hwy 89, Orderville, UT 84758, USA",Mount Carmel,Wild Camping,"Free campsite with nice view, the stars ar great in the night.firering",37.207109,-112.67548899999998,"(37.207109, -112.67548899999998)","(-12542978.060363095, 4468014.562747599)",-12542978.060363095,4468014.562747599
224,"Radio Hill Rd, Blanding, UT 84511, USA",Recapture Reservoir,Wild Camping,"This site is located north of Blanding on a small Lake and has approximately 4-5 sites along the lake whitout any facilities.
Camping possible on north and south shore of the lake.",37.671009999999995,-109.44561999999999,"(37.671009999999995, -109.44561999999999)","(-12183430.687954117, 4533054.241554213)",-12183430.687954117,4533054.241554213
225,"Little Walker River Rd, Bridgeport, CA 93517, USA","Toiyabe National Forest, Obsidian Campground",Wild Camping,"Just outside of the Obsidian campground, there is a giant pine tree where you can park. Deadly quiet. Only thing you can hear is the wind. The place is within the Toiyabe NF. About 10 min drive from the main road (US 395). ",38.297914,-119.44871100000002,"(38.297914, -119.44871100000002)","(-13296969.684432898, 4621596.974975473)",-13296969.684432898,4621596.974975473
226,"Grand Canyon Hwy, Arizona, USA",Authorized wild camping,Wild Camping,"At this poit there is two unpaved roads, choose the one you want and get there : you will find a lot of places already used, just take one! 
For the water, Kaibab campground is just next.
This place is safe and well known from the locals, close from the Grand Canyon North Rim. Nice hikes around.",36.40108,-112.12947,"(36.40108, -112.12947)","(-12482195.503319645, 4355950.633603937)",-12482195.503319645,4355950.633603937
227,"Forest Rd 114, Mountain Home, ID 83647, USA",Just Past Johnson Bridge Hot Springs,Wild Camping,This is a large flat area of pines with a few campfire circles and plenty of space. No services. Back at the main road is Johnson Bridge- turn hard right after the bridge. Hot springs are a series of user built pools along the side of the river. Best ones are near fallen trees. Nice soak. Easy walk or bike ride from camp. Nearest town is Pine or Featherville. ,43.534597999999995,-115.293797,"(43.534597999999995, -115.293797)","(-12834446.773663053, 5393700.372918662)",-12834446.773663053,5393700.372918662
228,"5301 Cameron Rd, Elk, CA 95432, USA",Turnout Space,Wild Camping,"The place is a huge spot on the road, with no advices (no trespassing, private ecc) great for a night if you don't want spend money just for sleep. Really quite.

If you go beyond the tree line off the cleared area, then the No Tresspassing sign posted on two trees will apply",39.1547,-123.699422,"(39.1547, -123.699422)","(-13770156.668462262, 4743855.307680666)",-13770156.668462262,4743855.307680666
229,"CA-108, California, USA",NF Spot ,Wild Camping,"Good spot, plenty of space also for bigger vehicles, trails ecc. Place to turn around. ",38.326832,-119.557455,"(38.326832, -119.557455)","(-13309075.011139719, 4625699.654941956)",-13309075.011139719,4625699.654941956
230,"56400 Apple Canyon Rd, Mountain Center, CA 92561, USA",Campsites On National Forest Ground,Wild Camping,"Between 5 and 10 spots in a pine forest, some of them with table and grill ring.",33.675905,-116.66945,"(33.675905, -116.66945)","(-12987583.765131291, 3985366.5632556435)",-12987583.765131291,3985366.5632556435
231,"Baker Hot Springs Rd, Utah, USA",Baker Hot Springs,Wild Camping,Three man made pools approximately 2 meters by 1 meter. Fed by natural artesian springs one hot one cold. You control the temperature by directing the separate flows. No services. Easy road expect it to be bumpy but passable by small car to large truck. Looks like it could be treacherous in the rain.,39.610509,-112.730474,"(39.610509, -112.730474)","(-12549098.962564366, 4809502.8905829)",-12549098.962564366,4809502.8905829
249,"Forest 525 Rd, Sedona, AZ 86336, USA","near Sedona, AZ",Wild Camping,"good pull out off FR 525.   awesome views, not a lot of traffic and has some fire pits.",34.845779,-111.91364399999999,"(34.845779, -111.91364399999999)","(-12458169.862899695, 4142942.826192689)",-12458169.862899695,4142942.826192689
250,"Nf-371, Payson, AZ 85541, USA",Mogollon Rim lookout site,Wild Camping,"on the FR 300 
next to rim
beautiful views",34.25355,-111.20258999999999,"(34.25355, -111.20258999999999)","(-12379015.693693174, 4062898.620378606)",-12379015.693693174,4062898.620378606
253,"UT-20, Utah, USA",Side Of Highway- Dirt Road,Wild Camping,At the top of a long climb. Turn and cross cattle guard. A few rocks but okay by car. Open area with fire ring. Trees. Grass. Easy access. It does have highway noise though. ,38.030064,-112.532211,"(38.030064, -112.532211)","(-12527028.426361218, 4583673.718744033)",-12527028.426361218,4583673.718744033
